Protein	Protein ID	Entry Name	Gene Names	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	RMAHA1 Spectral Count	RMAHA2 Spectral Count	RMAHA3 Spectral Count	RMAHA1 Unique Spectral Count	RMAHA2 Unique Spectral Count	RMAHA3 Unique Spectral Count	RMAHA1 Total Spectral Count	RMAHA2 Total Spectral Count	RMAHA3 Total Spectral Count	RMAHA1 Intensity	RMAHA2 Intensity	RMAHA3 Intensity	RMAHA1 MaxLFQ Intensity	RMAHA2 MaxLFQ Intensity	RMAHA3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P54819|KAD2_HUMAN	P54819	KAD2_HUMAN	AK2	239	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Adenylate kinase 2, mitochondrial"	1	0.9987	6	9	0	9	7	1	1	0	0	0	7	1	1	6.19E+07	3.98E+07	4.42E+07	2.57E+07	2.27E+07	2.31E+07	tr|F8W1A4|F8W1A4_HUMAN
sp|P54920|SNAA_HUMAN	P54920	SNAA_HUMAN	NAPA	295	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-soluble NSF attachment protein	1	0.999	7	11	0	11	9	0	2	0	0	0	9	0	2	6.05E+07	3.80E+07	2.95E+07	1.74E+07	1.30E+07	1.34E+07	tr|M0R0Y2|M0R0Y2_HUMAN
sp|P55010|IF5_HUMAN	P55010	IF5_HUMAN	EIF5	431	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5	1	0.9891	2	2	1	2	2	0	0	1	0	0	2	0	0	1.27E+07	6937839	7732985	0	0	0	
sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 4	1	0.9989	1	1	0	1	1	0	0	0	0	0	1	0	0	1.23E+07	8988142	7908027	0	0	0	"tr|A6PVX3|A6PVX3_HUMAN, tr|Q5VWC4|Q5VWC4_HUMAN"
sp|P55060|XPO2_HUMAN	P55060	XPO2_HUMAN	CSE1L	971	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-2	1	0.9985	3	3	3	3	3	0	0	3	0	0	3	0	0	1.35E+07	1.23E+07	1.31E+07	7915541.5	7605089	7804722	
sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	806	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1	0.999	26	43	0	43	27	9	7	0	0	0	27	9	7	5.96E+08	5.81E+08	4.91E+08	7.63E+07	7.36E+07	6.74E+07	tr|A0A7P0TAW3|A0A7P0TAW3_HUMAN
sp|P55084|ECHB_HUMAN	P55084	ECHB_HUMAN	HADHB	474	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Trifunctional enzyme subunit beta, mitochondrial"	1	0.999	5	7	0	7	5	1	1	0	0	0	5	1	1	6.80E+07	6.10E+07	4.77E+07	2.31E+07	2.34E+07	2.13E+07	
sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	391	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 1	0.9924	0.9989	1	1	0	1	1	0	0	0	0	0	1	0	0	6996988	6465153	8077717.5	0	0	0	"tr|B7Z9C2|B7Z9C2_HUMAN, tr|F5H4R6|F5H4R6_HUMAN, tr|F8VUX1|F8VUX1_HUMAN, tr|F8VV59|F8VV59_HUMAN, tr|F8VXI6|F8VXI6_HUMAN, tr|F8VY35|F8VY35_HUMAN, tr|F8W020|F8W020_HUMAN, tr|F8W0J6|F8W0J6_HUMAN, tr|F8W118|F8W118_HUMAN, tr|F8W543|F8W543_HUMAN, tr|H0YH88|H0YH88_HUMAN, tr|H0YHC3|H0YHC3_HUMAN, tr|H0YIV4|H0YIV4_HUMAN"
sp|P55327|TPD52_HUMAN	P55327	TPD52_HUMAN	TPD52	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor protein D52	0.9826	0.9975	1	1	0	1	1	0	0	0	0	0	1	0	0	6082930	3612255.2	3019192.2	0	0	0	tr|H0YC42|H0YC42_HUMAN
sp|P55735|SEC13_HUMAN	P55735	SEC13_HUMAN	SEC13	322	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SEC13 homolog	1	0.999	2	3	2	3	3	0	0	2	0	0	3	0	0	4095289.8	1840555.5	2610376.5	0	0	0	
sp|P55786|PSA_HUMAN	P55786	PSA_HUMAN	NPEPPS	919	Homo sapiens OX=9606	1:Experimental evidence at protein level	Puromycin-sensitive aminopeptidase	1	0.999	26	36	0	36	28	4	4	0	0	0	28	4	4	3.92E+08	3.03E+08	2.68E+08	5.17E+07	4.98E+07	4.53E+07	tr|E9PLK3|E9PLK3_HUMAN
sp|P55795|HNRH2_HUMAN	P55795	HNRH2_HUMAN	HNRNPH2	449	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein H2	1	0.9989	4	3	3	8	1	1	1	1	1	1	4	2	2	2975618	2.06E+07	2.66E+07	0	0	0	
sp|P55809|SCOT1_HUMAN	P55809	SCOT1_HUMAN	OXCT1	520	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"	1	0.999	3	4	1	4	4	0	0	1	0	0	4	0	0	1.89E+07	8742598	4389664	8776224	5230666.5	0	
sp|P55854|SUMO3_HUMAN	P55854	SUMO3_HUMAN	SUMO3	103	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small ubiquitin-related modifier 3	0.9833	0.9976	1	1	0	1	1	0	0	0	0	0	1	0	0	1.34E+07	1.34E+07	1.63E+07	0	0	0	"sp|P61956|SUMO2_HUMAN, sp|Q6EEV6|SUMO4_HUMAN, tr|A8MU27|A8MU27_HUMAN, tr|A8MUA9|A8MUA9_HUMAN"
sp|P55884|EIF3B_HUMAN	P55884	EIF3B_HUMAN	EIF3B	814	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit B	1	0.9989	3	5	2	5	5	0	0	2	0	0	5	0	0	1.79E+07	6903660	7005637	0	0	0	
sp|P56385|ATP5I_HUMAN	P56385	ATP5I_HUMAN	ATP5ME	69	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase subunit e, mitochondrial"	1	0.9967	3	3	3	3	3	0	0	3	0	0	3	0	0	3.49E+07	2.93E+07	2.60E+07	1.76E+07	1.47E+07	1.61E+07	
sp|P56537|IF6_HUMAN	P56537	IF6_HUMAN	EIF6	245	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 6	1	0.999	3	10	0	10	5	3	2	0	0	0	5	3	2	9.80E+07	1.56E+08	1.98E+08	4.36E+07	7.04E+07	8.80E+07	
sp|P57735|RAB25_HUMAN	P57735	RAB25_HUMAN	RAB25	213	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-25	1	0.9929	5	5	5	5	5	0	0	5	0	0	5	0	0	6.65E+07	6.03E+07	4.22E+07	2.27E+07	2.19E+07	2.23E+07	
sp|P57740|NU107_HUMAN	P57740	NU107_HUMAN	NUP107	925	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear pore complex protein Nup107	0.8568	0.9766	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	
sp|P58107|EPIPL_HUMAN	P58107	EPIPL_HUMAN	EPPK1	5088	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epiplakin	1	0.999	12	12	0	18	9	1	2	0	0	0	13	2	3	1.52E+08	1.44E+08	1.57E+08	3.91E+07	3.87E+07	4.63E+07	tr|A0A075B730|A0A075B730_HUMAN
sp|P58546|MTPN_HUMAN	P58546	MTPN_HUMAN	MTPN	118	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myotrophin	1	0.9988	3	3	0	3	3	0	0	0	0	0	3	0	0	2.13E+07	2216875.2	9982732	8607053	0	6316401.5	tr|C9JL85|C9JL85_HUMAN
sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	ARPC4	168	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 4	1	0.9985	8	12	2	12	8	1	3	2	0	0	8	1	3	2.00E+08	1.54E+08	9.77E+07	4.64E+07	3.92E+07	4.08E+07	
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	249	Homo sapiens OX=9606	1:Experimental evidence at protein level	Triosephosphate isomerase	1	0.999	14	24	11	24	15	4	5	6	2	3	15	4	5	6.62E+08	6.41E+08	6.33E+08	1.13E+08	1.20E+08	1.30E+08	
sp|P60228|EIF3E_HUMAN	P60228	EIF3E_HUMAN	EIF3E	445	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit E	1	0.9988	3	3	0	3	3	0	0	0	0	0	3	0	0	2.94E+07	2.67E+07	3.28E+07	1.18E+07	1.12E+07	1.30E+07	"tr|A0A7I2V2H9|A0A7I2V2H9_HUMAN, tr|A0A7I2V2W0|A0A7I2V2W0_HUMAN, tr|A0A7I2V3I0|A0A7I2V3I0_HUMAN, tr|A0A7I2V3S3|A0A7I2V3S3_HUMAN, tr|A0A7I2V4B4|A0A7I2V4B4_HUMAN, tr|A0A7I2V4G3|A0A7I2V4G3_HUMAN, tr|B3KW56|B3KW56_HUMAN, tr|H0YBP5|H0YBP5_HUMAN"
sp|P60660|MYL6_HUMAN	P60660	MYL6_HUMAN	MYL6	151	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin light polypeptide 6	1	0.999	7	13	0	13	10	2	1	0	0	0	10	2	1	4.57E+08	5.19E+08	4.22E+08	1.86E+08	1.81E+08	1.42E+08	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Actin, cytoplasmic 1"	1	0.999	40	104	0	121	65	16	23	0	0	0	76	21	24	1.85E+10	1.55E+10	1.40E+10	3.69E+09	3.38E+09	2.91E+09	sp|P63261|ACTG_HUMAN
sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	EIF4A1	406	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-I	1	0.999	14	23	2	23	16	4	3	2	0	0	16	4	3	3.62E+08	3.51E+08	3.26E+08	1.71E+08	1.59E+08	1.64E+08	
sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	119	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S20	1	0.999	4	6	0	6	4	1	1	0	0	0	4	1	1	2.02E+08	1.63E+08	1.83E+08	8.52E+07	8.32E+07	8.60E+07	
sp|P60900|PSA6_HUMAN	P60900	PSA6_HUMAN	PSMA6	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit alpha type-6	1	0.999	5	7	0	7	5	1	1	0	0	0	5	1	1	1.12E+08	1.83E+08	1.70E+08	4.10E+07	6.73E+07	7.83E+07	"tr|G3V295|G3V295_HUMAN, tr|G3V5Z7|G3V5Z7_HUMAN"
sp|P60903|S10AA_HUMAN	P60903	S10AA_HUMAN	S100A10	97	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-A10	1	0.999	6	13	13	13	9	1	3	9	1	3	9	1	3	1.12E+09	9.29E+08	1.00E+09	3.70E+08	3.16E+08	3.06E+08	
sp|P60953|CDC42_HUMAN	P60953	CDC42_HUMAN	CDC42	191	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell division control protein 42 homolog	1	0.999	5	9	3	9	5	2	2	1	1	1	5	2	2	9.83E+07	9.45E+07	8.82E+07	5.69E+07	4.86E+07	4.91E+07	
sp|P60981|DEST_HUMAN	P60981	DEST_HUMAN	DSTN	165	Homo sapiens OX=9606	1:Experimental evidence at protein level	Destrin	1	0.9989	4	2	0	4	2	0	0	0	0	0	4	0	0	5.20E+07	2.91E+07	2.62E+07	0	0	0	tr|F6RFD5|F6RFD5_HUMAN
sp|P61019|RAB2A_HUMAN	P61019	RAB2A_HUMAN	RAB2A	212	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-2A	1	0.999	5	6	0	6	5	0	1	0	0	0	5	0	1	8.77E+07	6.09E+07	4.93E+07	2.71E+07	1.96E+07	1.67E+07	
sp|P61020|RAB5B_HUMAN	P61020	RAB5B_HUMAN	RAB5B	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-5B	1	0.9988	5	9	3	9	5	1	3	2	0	1	5	1	3	7.21E+07	4.15E+07	7.27E+07	2.50E+07	2.68E+07	2.57E+07	
sp|P61026|RAB10_HUMAN	P61026	RAB10_HUMAN	RAB10	200	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-10	1	0.9985	8	15	8	15	10	3	2	5	2	1	10	3	2	1.81E+08	2.74E+08	2.75E+08	1.03E+08	9.06E+07	9.74E+07	
sp|P61088|UBE2N_HUMAN	P61088	UBE2N_HUMAN	UBE2N	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 N	1	0.9989	2	4	0	4	2	1	1	0	0	0	2	1	1	1.68E+07	2.03E+07	1.71E+07	1.41E+07	1.76E+07	1.42E+07	"tr|F8VSD4|F8VSD4_HUMAN, tr|F8VV71|F8VV71_HUMAN, tr|F8VZ29|F8VZ29_HUMAN"
sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	RAB14	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-14	1	0.9989	6	4	1	9	4	0	0	1	0	0	7	1	1	5.96E+07	6.49E+07	6.11E+07	3.14E+07	3.45E+07	3.20E+07	
sp|P61158|ARP3_HUMAN	P61158	ARP3_HUMAN	ACTR3	418	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 3	1	0.999	14	17	0	17	15	2	0	0	0	0	15	2	0	2.34E+08	1.91E+08	1.43E+08	3.85E+07	4.05E+07	4.19E+07	tr|B4DXW1|B4DXW1_HUMAN
sp|P61160|ARP2_HUMAN	P61160	ARP2_HUMAN	ACTR2	394	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2	1	0.999	9	15	15	15	11	2	2	11	2	2	11	2	2	1.58E+08	1.30E+08	1.22E+08	3.71E+07	3.47E+07	3.20E+07	
sp|P61163|ACTZ_HUMAN	P61163	ACTZ_HUMAN	ACTR1A	376	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-centractin	1	0.999	6	7	1	7	6	0	1	1	0	0	6	0	1	7.97E+07	6.12E+07	3.81E+07	2.80E+07	2.67E+07	2.37E+07	
sp|P61204|ARF3_HUMAN	P61204	ARF3_HUMAN	ARF3	181	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor 3	1	0.999	10	15	0	15	10	2	3	0	0	0	10	2	3	1.99E+08	2.02E+08	1.99E+08	5.67E+07	6.42E+07	5.75E+07	"sp|P84077|ARF1_HUMAN, tr|A0A8V8TNZ5|A0A8V8TNZ5_HUMAN, tr|A0A8V8TQC0|A0A8V8TQC0_HUMAN"
sp|P61224|RAP1B_HUMAN	P61224	RAP1B_HUMAN	RAP1B	184	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rap-1b	1	0.999	3	5	0	5	3	1	1	0	0	0	3	1	1	4.25E+07	1.98E+07	5.51E+07	2.21E+07	0	3.68E+07	sp|P62834|RAP1A_HUMAN
sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	264	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S3a	1	0.999	8	11	0	11	9	1	1	0	0	0	9	1	1	1.45E+08	1.31E+08	1.31E+08	5.17E+07	5.05E+07	4.06E+07	
sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L26	1	0.9935	3	4	0	4	3	1	0	0	0	0	3	1	0	1.74E+07	2.01E+07	2.05E+07	1.03E+07	1.13E+07	1.21E+07	"tr|J3QQQ9|J3QQQ9_HUMAN, tr|J3QQV1|J3QQV1_HUMAN, tr|J3QRC4|J3QRC4_HUMAN, tr|J3QRI7|J3QRI7_HUMAN"
sp|P61289|PSME3_HUMAN	P61289	PSME3_HUMAN	PSME3	254	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome activator complex subunit 3	0.9889	0.9984	1	2	0	2	2	0	0	0	0	0	2	0	0	4236424.5	0	0	0	0	0	"tr|B3KQ25|B3KQ25_HUMAN, tr|K7ESG5|K7ESG5_HUMAN, tr|K9J957|K9J957_HUMAN"
sp|P61313|RL15_HUMAN	P61313	RL15_HUMAN	RPL15	204	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L15	1	0.9989	6	7	0	7	6	0	1	0	0	0	6	0	1	8.78E+07	5.45E+07	8.53E+07	3.48E+07	4.05E+07	3.83E+07	"tr|A0A2R8YEM3|A0A2R8YEM3_HUMAN, tr|E7EQV9|E7EQV9_HUMAN"
sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L27	1	0.9987	3	6	0	6	4	1	1	0	0	0	4	1	1	1.05E+08	1.09E+08	1.08E+08	5.09E+07	4.65E+07	4.63E+07	
sp|P61586|RHOA_HUMAN	P61586	RHOA_HUMAN	RHOA	193	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transforming protein RhoA	1	0.9986	3	5	0	5	3	1	1	0	0	0	3	1	1	5.87E+07	4.89E+07	5.88E+07	3.44E+07	2.98E+07	3.49E+07	tr|A0A7I2YQV1|A0A7I2YQV1_HUMAN
sp|P61619|S61A1_HUMAN	P61619	S61A1_HUMAN	SEC61A1	476	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec61 subunit alpha isoform 1	1	0.9979	2	2	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	"tr|A0A8V8TMZ3|A0A8V8TMZ3_HUMAN, tr|A0A8V8TMZ5|A0A8V8TMZ5_HUMAN, tr|B4DR61|B4DR61_HUMAN, tr|C9JXC6|C9JXC6_HUMAN"
sp|P61758|PFD3_HUMAN	P61758	PFD3_HUMAN	VBP1	197	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prefoldin subunit 3	0.9735	0.9961	1	1	1	1	1	0	0	1	0	0	1	0	0	1619778.2	0	0	0	0	0	
sp|P61923|COPZ1_HUMAN	P61923	COPZ1_HUMAN	COPZ1	177	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit zeta-1	0.9218	0.988	1	1	0	1	1	0	0	0	0	0	1	0	0	3872643.8	3887113.2	0	0	0	0	"tr|F8VUC5|F8VUC5_HUMAN, tr|F8VVA7|F8VVA7_HUMAN, tr|F8VXB1|F8VXB1_HUMAN, tr|F8VXR1|F8VXR1_HUMAN, tr|F8VYZ4|F8VYZ4_HUMAN, tr|F8W156|F8W156_HUMAN, tr|F8W651|F8W651_HUMAN"
sp|P61966|AP1S1_HUMAN	P61966	AP1S1_HUMAN	AP1S1	158	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-1 complex subunit sigma-1A	0.9143	0.9867	1	1	0	1	1	0	0	0	0	0	1	0	0	3754832	3869167.2	3890912.8	0	0	0	"tr|A0A2R8YGH5|A0A2R8YGH5_HUMAN, tr|H7C1E4|H7C1E4_HUMAN"
sp|P61970|NTF2_HUMAN	P61970	NTF2_HUMAN	NUTF2	127	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear transport factor 2	1	0.9955	1	1	0	1	1	0	0	0	0	0	1	0	0	9124217	1.01E+07	1.04E+07	0	0	0	"tr|A0A8V8TPY3|A0A8V8TPY3_HUMAN, tr|A0A8V8TR25|A0A8V8TR25_HUMAN, tr|H3BRV9|H3BRV9_HUMAN"
sp|P61978|HNRPK_HUMAN	P61978	HNRPK_HUMAN	HNRNPK	463	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein K	1	0.9988	7	10	0	10	6	2	2	0	0	0	6	2	2	1.18E+08	1.75E+08	1.58E+08	6.12E+07	9.70E+07	8.70E+07	
sp|P61981|1433G_HUMAN	P61981	1433G_HUMAN	YWHAG	247	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein gamma	1	0.999	14	7	7	17	7	0	0	7	0	0	14	2	1	1.03E+08	3.23E+07	4.49E+07	2.91E+07	2.15E+07	2.34E+07	
sp|P62081|RS7_HUMAN	P62081	RS7_HUMAN	RPS7	194	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S7	1	0.999	7	11	2	11	6	2	3	2	0	0	6	2	3	7.32E+07	9.69E+07	1.03E+08	4.25E+07	3.70E+07	4.19E+07	
sp|P62140|PP1B_HUMAN	P62140	PP1B_HUMAN	PPP1CB	327	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	1	0.9988	3	3	0	3	3	0	0	0	0	0	3	0	0	2.80E+07	2.66E+07	1.65E+07	1.53E+07	1.99E+07	0	"tr|A0A8V8TQ71|A0A8V8TQ71_HUMAN, tr|A0A8V8TRH9|A0A8V8TRH9_HUMAN"
sp|P62191|PRS4_HUMAN	P62191	PRS4_HUMAN	PSMC1	440	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 4	0.9999	0.999	2	1	1	2	1	0	0	1	0	0	2	0	0	2356305.8	0	0	0	0	0	
sp|P62195|PRS8_HUMAN	P62195	PRS8_HUMAN	PSMC5	406	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 8	1	0.999	5	5	0	5	5	0	0	0	0	0	5	0	0	2.91E+07	3.39E+07	3.28E+07	9284060	1.03E+07	1.02E+07	tr|J3QQM1|J3QQM1_HUMAN
sp|P62241|RS8_HUMAN	P62241	RS8_HUMAN	RPS8	208	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S8	1	0.999	9	12	0	12	10	1	1	0	0	0	10	1	1	1.14E+08	9.54E+07	1.14E+08	3.35E+07	3.13E+07	3.35E+07	tr|Q5JR95|Q5JR95_HUMAN
sp|P62244|RS15A_HUMAN	P62244	RS15A_HUMAN	RPS15A	130	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S15a	1	0.999	7	9	2	9	7	0	2	1	0	1	7	0	2	1.17E+08	1.13E+08	1.34E+08	2.92E+07	2.91E+07	4.24E+07	
sp|P62249|RS16_HUMAN	P62249	RS16_HUMAN	RPS16	146	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S16	1	0.9987	8	9	0	9	8	1	0	0	0	0	8	1	0	1.18E+08	9.68E+07	9.89E+07	2.87E+07	3.16E+07	3.38E+07	
sp|P62258|1433E_HUMAN	P62258	1433E_HUMAN	YWHAE	255	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein epsilon	1	0.999	16	24	1	28	18	1	5	1	0	0	20	2	6	7.92E+08	6.77E+08	5.46E+08	1.92E+08	1.72E+08	1.46E+08	
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S14	1	0.999	4	4	0	4	4	0	0	0	0	0	4	0	0	4.54E+07	4.98E+07	5.37E+07	2.13E+07	2.34E+07	3.20E+07	tr|A0A2R8Y811|A0A2R8Y811_HUMAN
sp|P62266|RS23_HUMAN	P62266	RS23_HUMAN	RPS23	143	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S23	1	0.9989	3	4	2	4	3	1	0	1	1	0	3	1	0	3.53E+07	2.75E+07	2.31E+07	2.35E+07	2.50E+07	0	
sp|P62269|RS18_HUMAN	P62269	RS18_HUMAN	RPS18	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S18	1	0.9986	7	10	5	10	7	1	2	4	0	1	7	1	2	9.88E+07	6.31E+07	6.82E+07	2.95E+07	3.47E+07	3.17E+07	
sp|P62273|RS29_HUMAN	P62273	RS29_HUMAN	RPS29	56	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S29	1	0.9986	2	2	0	2	2	0	0	0	0	0	2	0	0	4.67E+07	4.06E+07	4.89E+07	3.29E+07	3.08E+07	3.48E+07	
sp|P62277|RS13_HUMAN	P62277	RS13_HUMAN	RPS13	151	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S13	1	0.999	4	7	0	7	4	2	1	0	0	0	4	2	1	6.81E+07	6.99E+07	5.98E+07	3.65E+07	3.36E+07	2.88E+07	tr|J3KMX5|J3KMX5_HUMAN
sp|P62280|RS11_HUMAN	P62280	RS11_HUMAN	RPS11	158	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S11	1	0.9987	2	2	0	2	2	0	0	0	0	0	2	0	0	1.84E+07	1.96E+07	2.16E+07	1.07E+07	1.19E+07	1.27E+07	"tr|M0QZC5|M0QZC5_HUMAN, tr|M0R1H6|M0R1H6_HUMAN"
sp|P62304|RUXE_HUMAN	P62304	RUXE_HUMAN	SNRPE	92	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein E	1	0.9834	2	2	2	2	2	0	0	2	0	0	2	0	0	1.90E+07	1.63E+07	1.88E+07	1.52E+07	1.66E+07	1.66E+07	
sp|P62314|SMD1_HUMAN	P62314	SMD1_HUMAN	SNRPD1	119	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D1	0.9911	0.9987	1	3	0	3	1	1	1	0	0	0	1	1	1	8867453	1.08E+07	1.55E+07	0	0	0	tr|J3QLI9|J3QLI9_HUMAN
sp|P62318|SMD3_HUMAN	P62318	SMD3_HUMAN	SNRPD3	126	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D3	1	0.9803	2	3	3	3	2	0	1	2	0	1	2	0	1	3.12E+07	3.48E+07	4.10E+07	2.00E+07	2.17E+07	2.68E+07	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymosin beta-4	1	0.9985	1	2	2	2	2	0	0	2	0	0	2	0	0	1.63E+07	0	3.57E+07	0	0	0	
sp|P62330|ARF6_HUMAN	P62330	ARF6_HUMAN	ARF6	175	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor 6	1	0.999	5	6	6	6	5	1	0	5	1	0	5	1	0	4.83E+07	3.15E+07	2.19E+07	2.53E+07	2.13E+07	0	
sp|P62333|PRS10_HUMAN	P62333	PRS10_HUMAN	PSMC6	389	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 10B	1	0.9986	4	6	0	6	3	1	2	0	0	0	3	1	2	2.19E+07	3.45E+07	1.95E+07	1.31E+07	1.24E+07	1.05E+07	tr|A0A087X2I1|A0A087X2I1_HUMAN
sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L7a	1	0.9989	8	8	0	8	8	0	0	0	0	0	8	0	0	1.64E+08	1.70E+08	1.73E+08	6.00E+07	5.50E+07	6.51E+07	
